,pmid,date
1093,32232986,2020-03-31
1094,32232980,2020-03-31
1095,32232979,2020-03-31
1096,32232977,2020-03-31
1097,32232976,2020-03-31
1098,32232915,2020-03-30
1099,32232837,2020-03-30
1100,32232773,NA
1101,32232685,2020-03-30
1102,32232652,2020-03-30
1103,32232651,2020-03-30
1104,32232648,2020-03-30
1105,32232568,2020-03-30
1106,32232552,2020-03-30
1107,32232551,2020-03-30
1108,32232545,NA
1109,32232520,2020-03-30
1110,32232480,NA
1111,32232474,2020-03-31
1112,32232433,2020-03-31
1113,32232432,2020-03-31
1114,32232431,NA
1115,32232429,2020-03-31
1116,32232426,2020-03-31
1117,32232423,2020-03-31
1118,32232422,2020-03-31
1119,32232421,2020-03-31
1120,32232420,2020-03-31
1121,32232419,2020-03-31
1122,32232402,2020-03-31
1123,32232396,2020-03-31
1124,32232395,2020-03-31
1125,32232339,NA
1126,32232322,2020-03-31
1127,32232230,NA
1128,32232219,2020-03-25
1129,32232218,2020-03-24
1130,32232217,2020-03-23
1131,32232216,2020-03-23
1132,32232215,2020-03-22
1133,32232214,2020-03-21
1134,32232213,2020-03-13
1135,32231392,2020-03-31
1136,32231374,2020-03-31
1137,32231349,2020-03-31
1138,32231348,2020-03-30
1139,32231345,2020-03-30
1140,32231330,2020-03-30
1141,32231328,2020-03-30
1142,32231320,2020-03-30
1143,32231220,2020-03-30
1144,32231173,2020-03-31
1145,32231172,2020-03-31
1146,32231171,2020-03-31
1147,32230995,2020-03-27
1148,32230900,2020-03-27
1149,32229802,2020-03-31
1150,32229768,2020-03-30
1151,32229766,2020-03-25
1152,32229753,2020-03-30
1153,32229732,2020-03-31
1154,32229706,2020-03-30
1155,32229705,2020-03-31
1156,32229647,2020-03-25
1157,32229646,NA
1158,32229605,2020-03-30
1159,32229604,2020-03-30
1160,32229575,2020-03-30
1161,32229574,2020-03-30
1162,32229543,2020-03-30
1163,32229540,2020-03-30
1164,32229501,NA
1165,32229477,2020-03-30
1166,32229434,2020-03-31
1167,32229433,2020-03-31
1168,32229390,2020-03-20
1169,32229322,2020-03-25
1170,32229297,2020-03-27
1171,32229288,2020-03-27
1172,32229286,2020-03-27
1173,32229278,2020-03-27
1174,32229257,2020-03-27
1175,32229159,2020-03-27
1176,32229157,2020-03-27
1177,32229155,2020-03-27
1178,32229132,2020-03-27
1179,32229131,2020-03-27
1180,32229107,2020-03-27
1181,32229082,2020-03-26
1182,32229062,2020-03-27
1183,32229048,2020-03-27
1184,32228860,2020-03-31
1185,32228825,2020-03-31
1186,32228809,2020-03-31
1187,32228808,2020-03-31
1188,32228738,2020-03-31
1189,32228737,2020-03-31
1190,32228732,2020-03-31
1191,32228369,2020-03-31
1192,32228364,2020-03-31
1193,32228363,2020-03-31
1194,32228362,2020-03-31
1195,32228332,2020-03-31
1196,32228322,2020-03-31
1197,32228309,2020-03-31
1198,32228252,2020-03-31
1199,32228226,NA
1200,32228222,NA
1201,32228035,2020-03-30
1202,32227916,2020-03-31
1203,32227844,2020-04-09
1204,32227819,2020-04-01
1205,32227799,2020-02-27
1206,32227794,2020-03-31
1207,32227793,2020-03-31
1208,32227760,2020-03-30
1209,32227759,2020-03-30
1210,32227758,2020-03-30
1211,32227757,2020-03-30
1212,32227671,2020-03-30
1213,32227668,2020-03-30
1214,32227663,2020-03-30
1215,32227642,2020-03-30
1216,32227627,NA
1217,32227609,2020-03-30
1218,32227596,2020-03-30
1219,32227594,2020-03-30
1220,32227551,2020-03-30
1221,32227547,2020-03-30
1222,32227494,2020-03-30
1223,32227493,2020-03-30
1224,32227492,2020-03-30
1225,32227490,2020-03-30
1226,32227489,2020-03-30
1227,32227488,2020-03-30
1228,32227474,2020-03-30
1229,32227357,2020-03-29
1230,32227274,2020-03-29
1231,32227250,2020-03-29
1232,32227236,2020-03-31
1233,32227218,2020-03-30
1234,32227214,2020-03-30
1235,32227200,2020-03-30
1236,32227199,2020-03-30
1237,32227189,2020-03-30
1238,32227186,2020-03-29
1239,32227177,2020-03-02
1240,32227141,2020-03-30
1241,32227123,2020-03-30
1242,32227121,2020-03-30
1243,32227120,2020-03-30
1244,32227091,2020-03-30
1245,32227090,2020-03-30
1246,32227076,2020-03-30
1247,32226962,2020-03-26
1248,32226946,2020-03-17
1249,32226823,2020-03-02
1250,32226821,2020-03-12
1251,32226695,2020-03-20
1252,32226636,2020-03-27
1253,32226353,2020-03-27
1254,32226295,2020-03-15
1255,32226294,2020-03-15
1256,32226293,2020-03-15
1257,32226292,2020-03-15
1258,32226291,2020-03-15
1259,32226290,2020-03-15
1260,32226289,2020-03-15
1261,32226288,2020-03-15
1262,32226287,2020-03-15
1263,32226286,2020-03-15
1264,32226285,2020-03-15
1265,32226284,2020-03-15
1266,32226003,NA
1267,32225995,2020-03-31
1268,32225178,2020-03-30
1269,32225177,2020-03-30
1270,32225176,2020-03-30
1271,32225175,2020-03-30
1272,32225137,2020-03-30
1273,32225135,2020-03-30
1274,32225133,2020-03-27
1275,32225019,2020-03-26
1276,32224986,2020-03-26
1277,32224769,2020-03-27
1278,32224712,2020-03-26
1279,32224711,2020-03-27
1280,32224710,2020-03-27
1281,32224612,2020-03-30
1282,32224550,2020-03-30
1283,32224494,2020-03-29
1284,32224344,2020-03-21
1285,32224313,2020-03-27
1286,32224310,2020-03-27
1287,32224308,2020-03-27
1288,32224304,2020-03-27
1289,32224303,2020-03-27
1290,32224299,2020-03-27
1291,32224296,2020-03-27
1292,32224295,2020-03-27
1293,32224294,2020-03-28
1294,32224277,2020-03-26
1295,32224276,2020-03-26
1296,32224232,2020-03-26
1297,32224164,2020-03-26
1298,32224151,2020-03-26
1299,32224133,2020-03-23
1300,32224117,2020-03-19
1301,32224116,2020-03-19
1302,32224074,2020-03-26
1303,32223988,2020-03-26
1304,32223871,2020-03-27
1305,32223870,2020-03-15
1306,32223856,NA
1307,32223840,2020-03-30
1308,32223782,2020-03-30
1309,32223776,2020-03-30
1310,32223774,2020-03-30
1311,32223769,2020-03-30
1312,32223768,2020-03-30
1313,32223767,2020-03-30
1314,32223725,2020-03-27
1315,32223716,2020-03-30
1316,32223707,NA
1317,32223697,2020-03-30
1318,32223689,2020-03-30
1319,32223665,2020-03-30
1320,32223581,2020-03-30
1321,32223555,2020-03-30
1322,32223552,2020-03-30
1323,32223490,2020-03-29
1324,32223477,2020-04-07
1325,32223353,2020-03-28
1326,32223317,2020-03-30
1327,32223179,2020-04-09
1328,32223077,2020-03-29
1329,32223073,2020-03-29
1330,32223072,2020-03-29
1331,32223068,2020-03-29
1332,32223063,2020-03-29
1333,32223012,2020-03-29
1334,32223004,2020-03-29
1335,32223003,2020-03-29
1336,32222995,2020-03-29
1337,32222993,2020-03-29
1338,32222992,2020-03-29
1339,32222988,2020-03-29
1340,32222986,2020-03-29
1341,32222956,2020-03-28
1342,32222911,2020-03-28
1343,32222883,2020-03-28
1344,32222828,2020-03-28
1345,32222820,2020-03-28
1346,32222812,2020-03-28
1347,32222804,2020-03-28
1348,32222763,2020-03-28
1349,32222720,2020-03-30
1350,32222713,2020-03-28
1351,32222703,2020-03-27
1352,32222700,2020-03-28
1353,32222587,2020-03-25
1354,32222466,2020-03-25
1355,32222463,2020-03-25
1356,32222433,2020-03-25
1357,32222421,2020-03-25
1358,32222420,2020-03-25
1359,32222346,2020-03-25
1360,32222336,2020-03-25
1361,32222253,2020-03-25
1362,32222251,2020-03-25
1363,32222208,NA
1364,32222198,NA
1365,32222191,NA
1366,32222188,NA
1367,32222187,NA
1368,32222186,NA
1369,32222181,NA
1370,32222169,2020-03-26
1371,32222168,2020-03-26
1372,32222167,2020-03-26
1373,32222166,2020-03-26
1374,32222165,2020-03-26
1375,32222164,2020-03-26
1376,32222163,2020-03-26
1377,32222162,2020-03-26
1378,32222161,2020-03-26
1379,32222159,2020-03-26
1380,32222158,2020-03-26
1381,32222122,NA
1382,32222121,NA
1383,32222119,2020-03-28
1384,32222091,2020-03-28
1385,32222047,2020-03-28
1386,32222027,2020-03-27
1387,32221983,2020-03-27
1388,32221976,2020-03-27
1389,32221974,2020-03-27
1390,32221973,2020-03-27
1391,32221970,2020-03-27
1392,32221964,2020-03-27
1393,32221852,2020-03-27
1394,32221725,2020-03-27
1395,32221693,2020-03-27
1396,32221635,2020-03-27
1397,32221579,2020-03-28
1398,32221526,2020-03-28
1399,32221523,2020-03-28
1400,32221519,2020-03-28
1401,32221515,2020-03-28
1402,32221514,2020-03-27
1403,32221513,2020-03-27
1404,32221512,2020-03-27
1405,32221507,2020-04-07
1406,32221306,2020-03-27
1407,32221278,2020-03-27
1408,32221172,2020-03-25
1409,32221171,2020-03-26
1410,32221165,2020-03-25
1411,32221153,2020-03-26
1412,32221132,2020-03-26
1413,32221117,2020-03-26
1414,32221059,2020-03-27
1415,32221057,2020-03-28
1416,32221023,2020-03-27
1417,32221003,NA
1418,32221002,NA
1419,32221001,NA
1420,32220991,NA
1421,32220989,NA
1422,32220986,NA
1423,32220930,2020-03-27
1424,32220929,2020-03-27
1425,32220899,2020-03-27
1426,32220898,2020-03-27
1427,32220878,2020-03-27
1428,32220877,2020-03-27
1429,32220865,2020-03-27
1430,32220863,2020-03-27
1431,32220862,2020-03-27
1432,32220851,2020-03-27
1433,32220832,2020-03-27
1434,32220829,2020-03-27
1435,32220826,2020-03-27
1436,32220710,2020-03-21
1437,32220663,2020-03-25
1438,32220660,2020-03-25
1439,32220659,2020-03-25
1440,32220657,2020-03-25
1441,32220656,2020-03-25
1442,32220655,2020-03-25
1443,32220654,2020-03-25
1444,32220653,2020-03-25
1445,32220651,2020-03-25
1446,32220650,2020-03-25
1447,32220634,2020-03-24
1448,32220612,2020-03-24
1449,32220611,2020-03-24
1450,32220590,2020-03-24
1451,32220575,2020-03-24
1452,32220574,2020-03-13
1453,32220557,2020-03-16
1454,32220422,2020-03-24
1455,32220344,NA
1456,32220310,2020-03-26
1457,32220289,2020-03-24
1458,32220285,2020-03-24
1459,32220284,2020-03-24
1460,32220279,2020-03-24
1461,32220278,2020-03-24
1462,32220277,2020-03-24
1463,32220276,2020-03-28
1464,32220275,2020-03-28
1465,32220243,2020-03-27
1466,32220236,2020-03-27
1467,32220208,2020-03-27
1468,32220207,2020-03-27
1469,32220206,2020-03-27
1470,32220205,2020-03-27
1471,32220204,2020-03-27
1472,32220203,2020-03-27
1473,32220202,2020-03-27
1474,32220201,2020-03-27
1475,32220200,2020-03-27
1476,32220181,NA
1477,32220180,NA
1478,32220179,NA
1479,32220178,NA
1480,32220177,NA
1481,32220112,2020-03-27
1482,32220066,2020-03-27
1483,32220035,2020-03-27
1484,32220033,2020-03-27
1485,32220020,2020-03-27
1486,32220017,2020-03-27
1487,32219995,2020-03-26
1488,32219888,2020-03-27
1489,32219885,2020-03-26
1490,32219882,2020-03-26
1491,32219871,2020-03-26
1492,32219857,2020-03-26
1493,32219846,2020-03-26
1494,32219845,2020-03-26
1495,32219814,NA
1496,32219674,2020-03-27
1497,32219671,NA
1498,32219627,2020-03-26
1499,32219626,2020-03-26
1500,32219625,2020-03-26
1501,32219471,2020-03-26
1502,32219440,2020-03-27
1503,32219429,2020-03-27
1504,32219428,2020-03-27
1505,32219410,2020-03-27
1506,32219398,2020-03-27
1507,32219367,2020-03-27
1508,32219363,2020-03-27
1509,32219362,2020-03-27
1510,32219360,2020-03-27
1511,32219357,2020-03-27
1512,32219356,2020-03-27
1513,32219057,2020-03-03
1514,32219006,2020-03-11
1515,32218915,2020-03-16
1516,32218613,2020-03-24
1517,32218558,NA
1518,32218554,NA
1519,32218548,2020-03-26
1520,32218546,NA
1521,32218527,2020-03-26
1522,32218525,2020-03-26
1523,32218340,2020-03-25
1524,32218151,2020-03-25
1525,32218028,NA
1526,32217947,2020-03-26
1527,32217900,2020-03-25
1528,32217835,2020-03-27
1529,32217834,2020-03-27
1530,32217754,2020-03-26
1531,32217720,NA
1532,32217719,NA
1533,32217707,NA
1534,32217706,NA
1535,32217705,NA
1536,32217657,2020-03-26
1537,32217650,2020-03-26
1538,32217649,2020-03-26
1539,32217624,2020-03-26
1540,32217618,2020-03-26
1541,32217609,2020-03-26
1542,32217607,2020-03-26
1543,32217556,2020-03-26
1544,32217555,2020-03-26
1545,32217547,2020-03-26
1546,32217534,2020-03-26
1547,32217532,2020-03-26
1548,32217531,2020-03-26
1549,32217530,2020-03-26
1550,32217525,2020-03-26
1551,32217522,2020-03-26
1552,32217520,2020-03-26
1553,32217507,2020-04-01
1554,32217506,2020-03-27
1555,32217166,2020-03-27
1556,32217117,2020-03-23
1557,32217113,2020-03-23
1558,32217104,2020-03-23
1559,32217082,2020-03-23
1560,32216962,2020-03-23
1561,32216961,2020-03-23
1562,32216893,NA
1563,32216872,2020-03-27
1564,32216866,2020-03-27
1565,32216865,2020-03-27
1566,32216864,2020-03-27
1567,32216863,2020-03-27
1568,32216858,2020-03-27
1569,32216803,2020-03-26
1570,32216719,2020-03-27
1571,32216717,2019-03-27
1572,32216698,2020-03-27
1573,32216653,NA
1574,32216640,2020-03-27
1575,32216634,2020-03-27
1576,32216577,2020-03-27
1577,32216550,2020-03-26
1578,32216248,2020-03-26
1579,32216132,2020-03-26
1580,32216130,2020-03-26
1581,32216114,2020-03-26
1582,32216110,2020-03-26
1583,32216009,2020-03-26
1584,32215977,2020-03-25
1585,32215956,2020-03-25
1586,32215952,2020-03-26
1587,32215931,2020-03-25
1588,32215898,2020-03-26
1589,32215896,2020-03-26
1590,32215807,NA
1591,32215760,2020-03-25
1592,32215691,2020-03-25
1593,32215677,2020-03-25
1594,32215647,2020-03-26
1595,32215641,2020-03-26
1596,32215622,2020-03-26
1597,32215618,2020-03-26
1598,32215613,2020-03-26
1599,32215598,2020-03-26
1600,32215590,2020-03-26
1601,32215589,2020-03-26
1602,32215581,2020-03-26
1603,32215579,2020-03-26
1604,32215548,2020-03-26
1605,32215535,2020-03-23
1606,32215461,2020-03-23
1607,32215365,2020-03-06
1608,32214286,NA
1609,32214232,2020-03-25
1610,32214231,2020-03-25
1611,32214086,2020-03-27
1612,32214083,2020-03-27
1613,32214079,2020-03-27
1614,32213786,2020-03-19
1615,32213775,2020-03-26
1616,32213760,2020-03-26
1617,32213700,NA
1618,32213647,2020-03-25
1619,32213646,2020-03-25
1620,32213556,2020-03-24
1621,32213508,2020-03-25
1622,32213507,2020-03-25
1623,32213506,2020-03-25
1624,32213488,2020-03-25
1625,32213487,2020-03-25
1626,32213482,2020-03-25
1627,32213480,2020-03-25
1628,32213476,2020-03-26
1629,32213339,2020-03-23
1630,32213337,2020-03-23
1631,32213336,2020-03-23
1632,32213335,2020-03-23
1633,32213332,2020-03-23
1634,32213330,2020-03-23
1635,32213329,2020-03-23
1636,32213326,2020-03-23
1637,32213325,2020-03-23
1638,32213307,2020-03-22
1639,32213305,2020-03-22
1640,32213270,2020-03-26
1641,32213269,2020-03-26
1642,32213268,2020-03-26
1643,32213267,2020-03-26
1644,32213232,2020-03-26
1645,32213231,2020-03-26
1646,32213224,2020-03-26
1647,32213152,2020-02-27
1648,32213081,2020-03-26
1649,32212981,2020-03-25
1650,32212942,2020-03-26
1651,32212931,2020-03-26
1652,32212930,2020-03-26
1653,32212881,2020-03-26
1654,32212779,2020-03-01
1655,32212540,NA
1656,32212516,2020-03-25
1657,32212513,2020-03-25
1658,32212512,2020-03-25
1659,32212409,2020-03-25
1660,32212392,2020-03-25
1661,32212386,2020-03-25
1662,32212378,2020-03-25
1663,32212348,2020-03-25
1664,32212240,2020-03-24
1665,32212141,NA
1666,32212140,NA
1667,32212122,2020-03-25
1668,32212103,2020-03-24
1669,32212099,2020-03-24
1670,32212059,2020-03-25
1671,32212058,2020-03-23
1672,32211963,2020-03-24
1673,32211920,2020-03-24
1674,32211911,2020-03-25
1675,32211844,2020-03-25
1676,32211831,2020-03-25
1677,32211820,2020-03-25
1678,32211816,2020-03-25
1679,32211809,2020-03-25
1680,32211801,2020-03-23
1681,32211799,2020-03-23
1682,32211789,2020-03-25
1683,32211771,2020-03-24
1684,32211765,2020-03-24
1685,32211755,2020-03-25
1686,32211279,2020-03-20
1687,32210742,2020-03-18
1688,32210741,2020-03-17
1689,32210483,NA
1690,32210421,2020-03-25
1691,32210386,NA
1692,32210385,NA
1693,32210384,NA
1694,32210377,NA
1695,32210236,2020-03-24
1696,32210130,2020-03-23
1697,32209891,2020-03-23
1698,32209890,2020-03-20
1699,32209888,2020-03-17
1700,32209811,2020-03-23
1701,32209810,2020-03-23
1702,32209661,2020-03-24
1703,32209598,2020-03-24
1704,32209588,2020-03-24
1705,32209559,2020-03-24
1706,32209558,2020-03-24
1707,32209554,2020-03-24
1708,32209551,2020-03-24
1709,32209549,2020-03-24
1710,32209548,2020-03-24
1711,32209544,2020-03-24
1712,32209542,2020-03-24
1713,32209539,2020-03-24
1714,32209526,2020-03-25
1715,32209502,2020-03-25
1716,32209385,2020-03-21
1717,32209384,2020-03-21
1718,32209383,2020-03-21
1719,32209382,2020-03-21
1720,32209381,2020-03-21
1721,32209313,2020-03-21
1722,32209276,2020-03-21
1723,32209231,2020-02-26
1724,32209226,2020-03-25
1725,32209164,NA
1726,32209163,NA
1727,32209118,2020-03-25
1728,32208987,2020-03-25
1729,32208983,2020-03-25
1730,32208917,NA
1731,32208840,NA
1732,32208497,2020-03-24
1733,32208495,2020-03-24
1734,32208494,2020-03-24
1735,32208493,2020-03-24
1736,32208486,2020-03-24
1737,32208485,2020-03-24
1738,32208481,2020-03-24
1739,32208140,2020-03-24
1740,32208139,2020-03-24
1741,32208138,2020-03-24
1742,32208010,2020-03-24
1743,32207994,2020-03-24
1744,32207983,2020-03-24
1745,32207910,2020-03-24
1746,32207808,NA
1747,32207807,NA
1748,32207680,2020-03-24
1749,32207679,2020-03-24
1750,32207676,2020-03-24
1751,32207674,2020-03-24
1752,32207592,NA
1753,32207591,NA
1754,32207542,2020-03-24
1755,32207541,2020-03-24
1756,32207540,2020-03-24
1757,32207377,NA
1758,32207257,2020-03-20
1759,32207256,2020-03-20
1760,32207255,2020-03-20
1761,32207208,2020-03-24
1762,32207189,2020-03-23
1763,32207068,NA
1764,32207032,2020-03-24
1765,32206694,2020-03-05
1766,32206052,2020-03-20
1767,32205937,NA
1768,32205856,2020-03-23
1769,32205822,2020-03-20
1770,32205796,2020-03-17
1771,32205711,2020-03-19
1772,32205709,2020-03-19
1773,32205644,2020-03-20
1774,32205459,2020-03-23
1775,32205458,2020-03-23
1776,32205399,2020-03-23
1777,32205356,2020-03-23
1778,32205354,2020-03-23
1779,32205349,2020-03-23
1780,32205342,2020-03-23
1781,32205336,2020-03-22
1782,32205334,2020-03-23
1783,32205321,2020-03-23
1784,32205317,2020-03-23
1785,32205309,2020-03-23
1786,32205306,2020-03-23
1787,32205284,2020-03-20
1788,32205272,2020-03-20
1789,32205271,2020-03-20
1790,32205270,2020-03-20
1791,32205269,2020-03-20
1792,32205268,2020-03-20
1793,32205267,2020-03-20
1794,32205232,2020-03-20
1795,32205220,2020-03-20
1796,32205204,2020-03-20
1797,32205186,2020-03-20
1798,32205162,2020-03-20
1799,32205161,2020-03-20
1800,32205140,2020-03-20
1801,32205138,2020-03-20
1802,32205120,2020-03-20
1803,32205119,2020-03-20
1804,32205092,2020-03-11
1805,32205091,2020-03-14
1806,32205090,2020-03-14
1807,32205073,2020-03-20
1808,32204990,2020-03-20
1809,32204987,2020-03-20
1810,32204949,2020-03-20
1811,32204922,2020-03-20
1812,32204758,NA
1813,32204757,NA
1814,32204756,NA
1815,32204755,NA
1816,32204754,NA
1817,32204753,NA
1818,32204752,NA
1819,32204751,NA
1820,32204750,NA
1821,32204411,2020-03-19
1822,32203977,2020-03-23
1823,32203970,2020-03-23
1824,32203757,2020-03-13
1825,32203711,2020-03-20
1826,32203710,2020-03-20
1827,32203709,2020-03-20
1828,32203708,2020-03-20
1829,32203693,2020-03-20
1830,32203680,2020-03-20
1831,32203672,2020-03-23
1832,32203671,2020-03-23
1833,32203437,2020-03-23
1834,32203363,2020-03-18
1835,32203324,2020-03-23
1836,32203269,2020-03-23
1837,32203189,2020-03-19
1838,32203188,2020-03-19
1839,32203186,2020-03-17
1840,32202993,2020-03-23
1841,32202977,2020-03-23
1842,32202911,2020-03-23
1843,32202824,2020-03-23
1844,32202722,2020-03-23
1845,32202659,2020-03-23
1846,32202647,2020-03-23
1847,32202646,2020-03-02
1848,32202641,2020-03-02
1849,32202635,2020-03-23
1850,32202553,NA
1851,32202513,2020-03-23
1852,32202489,2020-03-23
1853,32202421,2020-03-23
1854,32202420,2020-03-23
1855,32202401,2020-03-23
1856,32202343,2020-03-23
1857,32202336,2020-03-23
1858,32202261,2020-03-23
1859,32202260,2020-03-20
1860,32202258,2020-03-16
1861,32202257,2020-03-23
1862,32202256,2020-03-11
1863,32202240,2020-03-22
1864,32202064,2020-03-23
1865,32202041,2020-03-22
1866,32202002,2020-03-22
1867,32201983,2020-03-23
1868,32201972,2020-03-22
1869,32201889,2020-03-23
1870,32201554,2020-02-24
1871,32201449,2020-03-11
1872,32201376,2020-03-22
1873,32201354,2020-03-19
1874,32201353,2020-03-19
1875,32201339,2020-03-19
1876,32201338,2020-03-19
1877,32201335,2020-03-18
1878,32201224,2020-03-19
1879,32201156,2020-03-19
1880,32201155,2020-03-19
1881,32201080,2020-03-19
1882,32201054,2020-03-19
1883,32200994,2020-03-19
1884,32200663,2020-03-21
1885,32200654,2020-03-23
1886,32200645,2020-03-23
1887,32200634,2020-03-24
1888,32200613,2020-03-23
1889,32200489,NA
1890,32200400,NA
1891,32200399,NA
1892,32200398,NA
1893,32200109,2020-03-18
1894,32199996,2020-03-19
1895,32199943,2020-03-19
1896,32199941,2020-03-18
1897,32199938,2020-03-16
1898,32199889,2020-03-18
1899,32199880,2020-03-18
1900,32199877,2020-03-19
1901,32199864,2020-03-10
1902,32199792,2020-03-18
1903,32199615,2020-03-18
1904,32199511,NA
1905,32199510,NA
1906,32199494,2020-03-19
1907,32199493,2020-03-19
1908,32199479,NA
1909,32199478,NA
1910,32199474,NA
1911,32199471,2020-03-19
1912,32199470,2020-03-19
1913,32199469,2020-03-19
1914,32199468,2020-03-19
1915,32199457,2020-03-21
1916,32199182,2020-03-12
1917,32199142,2020-03-12
1918,32199105,NA
1919,32199083,2020-03-18
1920,32199075,2020-03-18
1921,32199074,2020-03-18
1922,32199073,2020-03-18
1923,32199072,2020-03-18
1924,32198989,2020-02-25
1925,32198988,2020-02-25
1926,32198987,2020-02-25
1927,32198986,2020-02-25
1928,32198985,2020-02-25
1929,32198984,2020-02-25
1930,32198983,2020-02-25
1931,32198918,NA
1932,32198915,2020-03-21
1933,32198834,2020-03-20
1934,32198801,2020-03-21
1935,32198776,2020-03-21
1936,32198775,2020-03-20
1937,32198754,2020-03-21
1938,32198713,2020-03-20
1939,32198708,2020-03-20
1940,32198615,2020-03-21
1941,32198501,2020-03-21
1942,32198292,2020-03-20
1943,32198291,2020-03-20
1944,32198275,2020-03-20
1945,32198267,2020-03-20
1946,32198191,2020-03-20
1947,32198190,2020-03-20
1948,32198184,2020-03-20
1949,32198179,2020-03-20
1950,32198178,2020-03-20
1951,32198166,2020-03-20
1952,32198163,2020-03-20
1953,32198153,2020-03-20
1954,32198152,2020-03-20
1955,32198147,2020-03-20
1956,32198146,2020-03-20
1957,32198130,2020-03-20
1958,32198088,2020-03-18
1959,32198066,2020-03-18
1960,32198005,2020-03-10
1961,32198004,2020-03-10
1962,32197957,2020-03-17
1963,32197787,2020-03-17
1964,32197339,2020-03-18
1965,32197274,2020-03-20
1966,32197238,2020-03-20
1967,32197116,2020-03-17
1968,32197108,2020-03-17
1969,32197104,2020-03-17
1970,32197103,2020-03-17
1971,32197098,2020-03-17
1972,32197096,2020-03-17
1973,32197093,2020-03-17
1974,32197085,2020-03-19
1975,32197060,2020-03-20
1976,32197059,2020-03-20
1977,32197002,2020-03-20
1978,32196995,2020-03-20
1979,32196983,2020-03-20
1980,32196933,2020-03-20
1981,32196707,2020-03-20
1982,32196703,2020-03-20
1983,32196700,2020-03-20
1984,32196678,2020-03-20
1985,32196655,2020-03-20
1986,32196628,NA
1987,32196627,NA
1988,32196544,2020-03-20
1989,32196453,2020-03-20
1990,32196430,NA
1991,32196426,2020-03-20
1992,32196410,NA
1993,32196406,2020-03-20
1994,32196391,2020-03-20
1995,32196387,2020-03-20
1996,32196116,2020-03-20
1997,32196087,2020-03-20
1998,32196083,2020-03-20
1999,32196079,2020-03-20
2000,32196071,2020-03-20
2001,32195887,2020-03-17
2002,32195824,NA
2003,32195705,2020-03-26
2004,32195704,2020-03-30
2005,32195703,2020-03-25
2006,32195700,2020-03-27
2007,32195699,2020-03-26
2008,32195698,2020-03-27
2009,32195687,2020-03-18
2010,32195311,2020-02-24
2011,32194995,2020-03-06
2012,32194981,2020-03-18
2013,32194980,2020-03-16
2014,32194944,2020-02-21
2015,32194290,2020-03-20
2016,32194253,2020-03-17
2017,32194247,2020-03-17
2018,32194239,2020-03-16
2019,32194236,2020-03-16
2020,32194152,2020-03-17
2021,32194034,2020-03-16
2022,32193906,2020-03-23
2023,32193905,2020-03-23
2024,32193904,2020-03-23
2025,32193883,2020-03-19
2026,32193831,2020-03-19
2027,32193638,2020-03-19
2028,32193637,2020-03-19
2029,32193550,2020-03-20
2030,32193352,2020-03-19
2031,32193330,NA
2032,32193314,NA
2033,32193305,NA
2034,32193300,NA
2035,32193299,NA
2036,32193197,2020-03-19
2037,32193174,2020-03-19
2038,32193037,2020-03-12
2039,32192856,2020-03-16
2040,32192816,2020-03-17
2041,32192711,2020-03-17
2042,32192627,2020-03-16
2043,32192586,2020-03-17
2044,32192583,2020-03-16
2045,32192582,2020-03-17
2046,32192580,2020-03-17
2047,32192578,2020-03-16
2048,32192550,2020-03-20
2049,32192541,2020-03-20
2050,32192424,2020-03-19
2051,32192297,NA
2052,32192296,NA
2053,32192295,NA
2054,32192294,NA
2055,32192278,2020-03-19
2056,32192247,2020-03-06
2057,32192233,2020-03-19
2058,32191830,NA
2059,32191813,2020-03-19
2060,32191764,2020-03-19
2061,32191691,2020-03-20
2062,32191689,2020-03-20
2063,32191676,2020-03-19
2064,32191675,2020-03-19
2065,32191623,2020-03-19
2066,32191588,2020-03-19
2067,32191587,2020-03-19
2068,32191350,2020-03-19
2069,32191341,NA
2070,32191340,2020-03-19
2071,32191260,2020-03-19
2072,32191259,2020-03-19
2073,32191174,2020-01-31
2074,32191173,2020-03-19
2075,32191167,NA
2076,32191143,2020-03-19
2077,32190908,2020-03-19
2078,32190904,2020-03-19
2079,32190890,2020-03-19
2080,32190785,2020-02-29
2081,32190575,NA
2082,32190290,2020-03-16
2083,32189489,2020-03-19
2084,32189463,2020-03-18
2085,32189460,2020-03-18
2086,32189428,2020-03-18
2087,32189175,2020-03-18
2088,32189136,2020-03-18
2089,32189081,2020-03-18
2090,32189015,NA
2091,32189010,2020-03-18
2092,32188819,2020-03-19
2093,32188776,2020-03-18
2094,32188753,2020-03-18
2095,32188602,2020-03-18
2096,32188598,2020-03-18
2097,32188590,2020-03-18
2098,32188586,2020-03-18
2099,32188528,2020-03-19
2100,32188484,2020-03-18
2101,32188482,2020-03-18
2102,32188445,2020-03-18
2103,32188308,2020-03-18
2104,32187929,NA
2105,32187921,NA
2106,32187920,NA
2107,32187887,2020-03-18
2108,32187834,2020-03-18
2109,32187818,2020-03-18
2110,32187489,NA
2111,32187464,2020-03-18
2112,32187463,2020-03-18
2113,32187460,2020-03-18
2114,32187459,2020-03-18
2115,32187458,2020-03-18
2116,32187421,2020-03-18
2117,32187288,2020-03-13
2118,32187257,2020-03-16
2119,32187007,2020-03-18
2120,32186952,2020-03-18
2121,32186951,2020-03-18
2122,32186894,2020-03-18
2123,32186711,2020-03-18
2124,32186661,2020-03-18
