,pmid,date
2125,32186279,NA
2126,32186278,2020-03-16
2127,32186277,2020-03-16
2128,32186172,2020-03-18
2129,32186171,2020-03-18
2130,32185921,NA
2131,32185669,2020-03-17
2132,32185635,NA
2133,32185371,2020-03-16
2134,32185370,2020-03-12
2135,32185369,2020-03-09
2136,32185368,2020-02-02
2137,32184486,NA
2138,32184276,2020-03-17
2139,32184233,2020-03-17
2140,32184232,2020-03-17
2141,32184216,2020-03-17
2142,32184209,2020-03-17
2143,32184208,2020-03-17
2144,32184206,2020-03-17
2145,32184205,2020-03-17
2146,32184201,2020-03-17
2147,32184199,2020-03-17
2148,32184132,2020-03-14
2149,32184131,2020-03-14
2150,32184130,2020-03-14
2151,32184129,2020-03-14
2152,32184128,2020-03-14
2153,32183941,2020-03-16
2154,32183937,NA
2155,32183935,NA
2156,32183934,NA
2157,32183930,NA
2158,32183920,2020-03-18
2159,32183901,2020-03-17
2160,32183864,2020-03-18
2161,32183357,2020-03-14
2162,32183172,2020-03-13
2163,32182811,2020-03-09
2164,32182724,2020-03-08
2165,32182409,2020-03-17
2166,32182347,2020-03-17
2167,32182131,2020-03-17
2168,32181990,2020-03-17
2169,32181969,2020-03-17
2170,32181911,2020-03-17
2171,32181904,2020-03-17
2172,32181903,2020-03-17
2173,32181901,2020-03-17
2174,32181874,NA
2175,32181873,NA
2176,32181864,NA
2177,32181807,2020-03-17
2178,32181795,2020-03-17
2179,32181680,2020-03-17
2180,32181672,2020-03-17
2181,32181577,2020-03-17
2182,32181488,2020-03-17
2183,32181483,2020-03-17
2184,32181302,2020-02-26
2185,32180426,2020-03-17
2186,32180292,2020-03-17
2187,32180224,2020-03-16
2188,32180175,2020-03-16
2189,32180173,2020-03-16
2190,32180157,2020-03-16
2191,32180140,2020-03-16
2192,32179910,2020-03-17
2193,32179908,2020-03-17
2194,32179890,2020-03-17
2195,32179860,NA
2196,32179702,2020-03-16
2197,32179659,2020-03-16
2198,32179567,2020-03-16
2199,32179533,2020-03-16
2200,32179517,2020-03-16
2201,32179508,2020-03-16
2202,32179380,2020-03-10
2203,32179150,2020-03-13
2204,32179140,2020-03-13
2205,32179137,2020-03-13
2206,32179126,2020-03-13
2207,32179125,2020-03-14
2208,32179124,2020-03-13
2209,32179123,2020-03-13
2210,32179122,2020-03-13
2211,32179106,2020-03-14
2212,32178975,2020-03-13
2213,32178970,2020-03-10
2214,32178954,2020-02-28
2215,32178774,2020-03-13
2216,32178769,2020-03-13
2217,32178768,2020-03-13
2218,32178767,2020-03-13
2219,32178762,2020-03-13
2220,32178716,2020-03-16
2221,32178711,2020-03-16
2222,32178593,2020-03-17
2223,32178547,NA
2224,32176808,2020-03-16
2225,32176775,2020-03-16
2226,32176772,2020-03-16
2227,32176764,2020-03-16
2228,32176361,2020-03-16
2229,32176356,2020-03-16
2230,32176272,2020-03-16
2231,32176257,2020-03-16
2232,32175814,2020-03-16
2233,32175797,2020-03-16
2234,32175719,2020-03-16
2235,32175703,NA
2236,32175637,2020-03-16
2237,32175437,NA
2238,32175421,NA
2239,32175070,2020-02-21
2240,32175069,2020-02-21
2241,32175068,2020-02-21
2242,32174284,2020-03-15
2243,32174267,2020-03-16
2244,32174129,2020-03-14
2245,32174128,2020-03-14
2246,32174096,2020-03-16
2247,32174095,2020-03-16
2248,32174094,2020-03-16
2249,32174069,2020-03-16
2250,32174057,2020-03-13
2251,32174056,2020-03-13
2252,32174055,2020-03-13
2253,32174054,2020-03-13
2254,32174053,2020-03-05
2255,32173883,2020-03-15
2256,32173855,2020-03-15
2257,32173725,2020-03-16
2258,32173576,2020-03-12
2259,32173574,2020-03-12
2260,32173572,2020-03-12
2261,32173458,2020-03-12
2262,32173287,2020-02-13
2263,32173241,2020-03-04
2264,32173188,2020-03-12
2265,32173110,2020-03-10
2266,32172672,2020-03-14
2267,32172669,2020-03-14
2268,32172550,2020-03-16
2269,32172546,2020-03-15
2270,32172487,2020-03-14
2271,32172228,2020-03-16
2272,32172227,2020-03-16
2273,32172226,2020-03-16
2274,32172175,2020-03-10
2275,32171952,2020-03-11
2276,32171951,2020-03-11
2277,32171948,2020-03-11
2278,32171882,2020-03-11
2279,32171872,2020-03-11
2280,32171869,2020-03-19
2281,32171867,2020-03-20
2282,32171866,2020-03-27
2283,32171865,2020-03-20
2284,32171808,2020-03-18
2285,32171807,2020-03-11
2286,32171806,2020-03-11
2287,32171754,2020-03-11
2288,32171740,2020-03-12
2289,32171622,2020-03-11
2290,32171450,2020-01-30
2291,32171390,2020-03-12
2292,32171389,2020-03-12
2293,32171194,2020-03-15
2294,32171193,2020-03-14
2295,32171191,2020-03-15
2296,32171190,2020-03-15
2297,32171189,2020-03-14
2298,32171076,2020-03-11
2299,32171075,2020-03-11
2300,32171074,2020-03-11
2301,32171067,2020-03-11
2302,32171063,2020-03-11
2303,32171062,2020-03-11
2304,32171059,2020-03-11
2305,32171057,2020-03-11
2306,32171055,2020-03-11
2307,32171054,2020-03-11
2308,32170953,2020-03-14
2309,32170898,2020-03-14
2310,32170865,2020-03-14
2311,32170806,2020-03-14
2312,32170800,2020-03-13
2313,32170625,2020-03-05
2314,32170560,2020-03-12
2315,32170559,2020-03-13
2316,32170027,2020-03-13
2317,32170017,2020-03-13
2318,32169967,2020-03-13
2319,32169866,2020-03-13
2320,32169834,2020-03-13
2321,32169833,2020-03-13
2322,32169830,2020-03-13
2323,32169673,2020-03-10
2324,32169615,2020-03-10
2325,32169574,2020-03-10
2326,32169565,2020-03-10
2327,32169498,2020-03-10
2328,32169481,2020-03-10
2329,32169400,2020-03-10
2330,32169119,2020-03-13
2331,32168465,2020-03-13
2332,32168464,2020-03-13
2333,32168463,2020-03-13
2334,32168162,2020-03-17
2335,32167853,2020-03-13
2336,32167823,NA
2337,32167816,NA
2338,32167747,2020-03-13
2339,32167538,2020-03-13
2340,32167533,2020-03-13
2341,32167525,2020-03-13
2342,32167524,2020-03-13
2343,32167489,NA
2344,32167445,NA
2345,32167442,2020-03-13
2346,32167245,2020-03-13
2347,32167181,2020-03-13
2348,32167180,2020-03-13
2349,32167173,2020-03-13
2350,32167166,2020-03-13
2351,32167153,NA
2352,32167146,2020-03-13
2353,32166939,2020-03-13
2354,32166607,2020-03-13
2355,32166600,2020-03-12
2356,32166511,2020-03-12
2357,32166350,NA
2358,32166318,2020-03-12
2359,32166310,2020-03-12
2360,32166128,2020-03-09
2361,32165854,2020-03-09
2362,32165541,2020-03-12
2363,32165502,NA
2364,32165426,2020-03-12
2365,32165415,2020-03-12
2366,32165414,2020-03-12
2367,32165386,2020-03-12
2368,32165352,2020-03-12
2369,32165283,2020-03-09
2370,32165205,2020-03-09
2371,32165057,2020-03-09
2372,32164834,2020-03-09
2373,32164830,2020-03-09
2374,32164708,2020-03-13
2375,32164424,2020-03-13
2376,32164401,2020-03-13
2377,32164400,2020-03-13
2378,32164092,NA
2379,32164091,NA
2380,32164090,NA
2381,32164089,NA
2382,32164088,NA
2383,32164087,NA
2384,32164086,NA
2385,32164085,NA
2386,32164084,NA
2387,32164083,NA
2388,32164082,NA
2389,32164081,NA
2390,32164080,NA
2391,32164079,NA
2392,32164078,NA
2393,32164077,NA
2394,32164053,2020-03-12
2395,32163908,2020-03-04
2396,32163699,2020-03-12
2397,32163698,2020-03-12
2398,32163697,2020-03-12
2399,32163542,2020-03-12
2400,32163140,2020-03-12
2401,32163102,2020-03-12
2402,32163030,2020-03-12
2403,32162995,2020-03-12
2404,32162990,2020-03-12
2405,32162896,2020-03-12
2406,32162858,2020-03-12
2407,32162702,2020-03-12
2408,32162699,2020-03-12
2409,32162679,2020-03-12
2410,32162604,2020-03-11
2411,32162476,NA
2412,32162456,2020-03-11
2413,32162212,2020-03-11
2414,32162211,2020-03-11
2415,32162081,2020-03-11
2416,32162032,2020-03-11
2417,32161990,2020-03-11
2418,32161968,2020-03-12
2419,32161941,2020-03-12
2420,32161940,2020-03-12
2421,32161416,2020-03-13
2422,32161414,2020-03-11
2423,32161408,NA
2424,32161107,NA
2425,32161092,2020-03-11
2426,32161091,2020-03-11
2427,32161028,2020-03-11
2428,32160997,2020-03-11
2429,32160996,2020-03-11
2430,32160971,2020-03-08
2431,32160942,NA
2432,32160889,2020-03-11
2433,32160684,NA
2434,32160451,2020-03-11
2435,32160345,2020-03-11
2436,32160316,2020-03-11
2437,32160299,2020-03-11
2438,32160273,2020-03-11
2439,32160149,2020-03-11
2440,32160148,2020-03-11
2441,32159805,2020-03-03
2442,32159775,2020-03-11
2443,32159735,2020-03-11
2444,32159317,2020-03-11
2445,32159254,2020-03-11
2446,32159237,2020-03-11
2447,32159234,2020-03-11
2448,32158961,2020-03-02
2449,32157862,2020-03-06
2450,32157849,2020-03-11
2451,32157848,2020-03-11
2452,32157847,2020-03-11
2453,32157783,2020-03-11
2454,32157732,2020-03-11
2455,32157235,NA
2456,32157233,NA
2457,32156682,2020-03-10
2458,32156680,2020-03-10
2459,32156677,2020-03-10
2460,32156675,2020-03-10
2461,32156648,2020-03-07
2462,32156607,2020-03-07
2463,32156332,NA
2464,32156331,NA
2465,32156330,NA
2466,32156329,NA
2467,32156327,NA
2468,32156224,2020-03-11
2469,32156144,2020-02-24
2470,32156101,2020-03-11
2471,32155789,2020-03-06
2472,32155444,2020-03-06
2473,32155431,2020-02-24
2474,32155302,2020-03-09
2475,32155273,NA
2476,32155105,2020-03-10
2477,32154911,2020-03-10
2478,32154877,2020-03-10
2479,32154505,2020-03-03
2480,32154287,NA
2481,32154135,NA
2482,32153742,2020-02-11
2483,32153171,2020-03-10
2484,32153170,2020-03-10
2485,32153168,2020-03-10
2486,32153167,2020-03-10
2487,32153166,2020-03-10
2488,32153144,2020-03-10
2489,32152612,2020-03-10
2490,32152595,NA
2491,32152585,NA
2492,32152082,2020-03-09
2493,32152059,NA
2494,32152010,2020-03-09
2495,32152001,2020-03-09
2496,32151714,2020-03-07
2497,32151674,2020-03-06
2498,32151613,2020-03-06
2499,32151335,2020-02-12
2500,32151334,2020-02-12
2501,32151326,2020-03-06
2502,32151325,2020-03-06
2503,32151324,2020-03-06
2504,32151320,2020-03-06
2505,32151318,2020-03-06
2506,32151274,2020-03-09
2507,32150796,2020-03-07
2508,32150752,2020-03-10
2509,32150748,2020-03-10
2510,32150618,2020-03-09
2511,32150576,2020-03-09
2512,32150527,2020-06-17
2513,32150358,2020-03-09
2514,32149773,2020-03-05
2515,32149771,2020-03-05
2516,32149770,2020-03-06
2517,32149769,2020-03-06
2518,32149768,2020-03-06
2519,32149486,2020-03-09
2520,32149484,2020-03-09
2521,32149049,NA
2522,32149043,NA
2523,32149037,NA
2524,32149036,NA
2525,32149035,NA
2526,32148173,2020-03-08
2527,32148172,2020-03-08
2528,32147731,2020-03-09
2529,32147715,2020-03-04
2530,32147628,NA
2531,32147577,2020-03-05
2532,32147538,2020-03-05
2533,32147516,2020-03-06
2534,32147496,2020-03-05
2535,32147409,2020-02-25
2536,32147407,2020-03-05
2537,32147406,2020-03-06
2538,32147378,2020-02-26
2539,32146924,2020-02-12
2540,32146921,2020-03-09
2541,32146721,2020-03-08
2542,32146694,2020-03-04
2543,32146554,2020-03-07
2544,32146445,2020-02-29
2545,32145829,2020-03-05
2546,32145772,NA
2547,32145768,2020-03-05
2548,32145766,2020-03-05
2549,32145719,2020-03-08
2550,32145718,2020-03-08
2551,32145717,2020-03-08
2552,32145716,2020-03-08
2553,32145715,2020-03-08
2554,32145714,2020-03-07
2555,32145466,2020-03-04
2556,32145465,2020-03-04
2557,32145402,2020-03-04
2558,32145386,2020-03-05
2559,32145363,2020-03-04
2560,32145275,2020-03-04
2561,32145217,2020-03-05
2562,32145216,2020-03-04
2563,32145215,2020-03-05
2564,32145214,2020-03-05
2565,32145190,2020-03-04
2566,32145189,2020-03-04
2567,32145188,2020-03-04
2568,32145187,2020-03-04
2569,32145186,2020-03-04
2570,32145156,2020-03-07
2571,32144890,2020-03-06
2572,32144591,2020-03-06
2573,32144176,2020-03-06
2574,32144127,2020-03-05
2575,32144116,2020-03-06
2576,32144115,2020-03-06
2577,32144111,2020-03-06
2578,32144097,2020-03-06
2579,32144096,2020-03-06
2580,32143990,2020-03-03
2581,32143519,2020-03-04
2582,32143502,2020-03-04
2583,32143142,2020-02-27
2584,32143123,2020-02-28
2585,32142979,2020-03-04
2586,32142972,2020-03-03
2587,32142938,2020-03-03
2588,32142928,2020-03-03
2589,32142887,2020-03-03
2590,32142886,2020-03-03
2591,32142885,2020-03-03
2592,32142785,2020-03-03
2593,32142773,2020-03-03
2594,32142651,2020-03-04
2595,32142639,2020-03-03
2596,32142626,2020-03-03
2597,32142622,2020-03-03
2598,32142621,2020-03-03
2599,32142596,NA
2600,32142399,2020-03-06
2601,32142398,2020-03-06
2602,32141624,2020-03-06
2603,32141619,2020-03-06
2604,32141588,2020-02-24
2605,32141570,NA
2606,32141569,NA
2607,32141280,2020-03-06
2608,32141279,2020-03-06
2609,32141062,2020-03-05
2610,32141058,2020-03-05
2611,32140732,2020-03-05
2612,32140538,2020-02-14
2613,32139904,2020-03-05
2614,32139552,2020-03-05
2615,32139521,NA
2616,32139464,2020-03-26
2617,32139462,2020-03-26
2618,32139397,2020-03-05
2619,32139372,2020-03-05
2620,32139299,2020-03-02
2621,32138488,NA
2622,32138266,2020-03-03
2623,32135587,NA
2624,32135586,NA
2625,32135585,NA
2626,32135584,NA
2627,32135077,2020-03-02
2628,32134909,2020-03-06
2629,32134861,NA
2630,32134800,2020-03-03
2631,32134681,2020-03-05
2632,32134381,2020-06-17
2633,32134278,NA
2634,32134205,2020-03-05
2635,32134116,2020-03-05
2636,32134111,2020-03-05
2637,32133964,2020-03-05
2638,32133962,2020-03-05
2639,32133833,2020-03-05
2640,32133832,2020-03-05
2641,32133831,2020-03-05
2642,32133830,2020-03-05
2643,32133829,2020-03-05
2644,32133825,2020-03-05
2645,32133824,2020-03-05
2646,32133578,2020-03-04
2647,32133159,2020-02-21
2648,32133153,2020-02-24
2649,32133152,2020-02-24
2650,32132747,NA
2651,32132744,NA
2652,32132669,2020-03-04
2653,32132521,2020-03-05
2654,32132379,NA
2655,32132196,2020-03-04
2656,32132184,2020-03-04
2657,32132096,2020-03-04
2658,32131914,2020-03-05
2659,32131908,2020-03-05
2660,32131906,2020-03-05
2661,32131537,2020-03-02
2662,32131151,2020-03-04
2663,32131142,2020-03-04
2664,32130973,2020-03-01
2665,32130833,NA
2666,32130047,2020-03-04
2667,32130038,2020-03-04
2668,32129843,2020-03-04
2669,32129842,2020-03-04
2670,32129805,2020-03-04
2671,32129672,2020-03-04
2672,32129670,2020-03-04
2673,32129583,2020-03-04
2674,32129582,2020-03-04
2675,32129581,2020-03-04
2676,32129580,2020-03-04
2677,32129518,2020-03-04
2678,32129508,2020-03-04
2679,32127713,NA
2680,32127711,NA
2681,32127703,NA
2682,32127666,NA
2683,32127517,2020-03-03
2684,32127353,2020-03-03
2685,32127126,NA
2686,32127125,NA
2687,32127124,NA
2688,32127123,NA
2689,32127122,NA
2690,32126292,2020-02-29
2691,32126197,2020-03-04
2692,32125934,2020-03-03
2693,32125873,2020-03-03
2694,32125642,2020-03-03
2695,32125458,2020-03-03
2696,32125455,2020-03-03
2697,32125453,2020-03-03
2698,32125452,2020-03-03
2699,32125432,2020-03-03
2700,32125418,2020-03-03
2701,32125413,2020-03-03
2702,32125371,2020-03-03
2703,32125362,2020-03-03
2704,32125355,2020-03-03
2705,32125269,2020-06-17
2706,32125140,2020-03-10
2707,32125133,2020-03-03
2708,32125132,2020-03-03
2709,32125131,2020-03-03
2710,32125130,2020-03-03
2711,32125129,2020-03-03
2712,32125128,2020-03-03
2713,32125127,2020-03-03
2714,32125126,2020-03-03
2715,32124995,2020-03-03
2716,32124990,2020-03-03
2717,32124733,NA
2718,32124506,2020-03-02
2719,32124179,2020-02-29
2720,32124000,2020-03-03
2721,32123994,2020-03-02
2722,32123989,2020-03-02
2723,32123986,2020-03-02
2724,32123347,2020-03-02
2725,32122881,2020-03-02
2726,32122876,2020-03-02
2727,32122875,2020-03-02
2728,32122812,2020-02-19
2729,32122469,2020-02-12
2730,32122468,2020-02-12
2731,32122430,2020-03-03
2732,32122250,2020-03-03
2733,32122113,2020-03-03
2734,32121356,2020-02-29
2735,32120965,2020-02-27
2736,32120913,2020-02-27
2737,32120822,2020-02-27
2738,32120458,2020-03-02
2739,32120312,2020-02-22
2740,32119980,2020-02-28
2741,32119961,2020-02-28
2742,32119884,2020-02-28
2743,32119825,2020-02-28
2744,32119824,2020-02-28
2745,32119823,2020-02-28
2746,32119647,2020-03-03
2747,32119083,2020-02-28
2748,32118645,2020-02-28
2749,32118644,2020-02-28
2750,32118641,2020-02-28
2751,32118640,2020-02-28
2752,32118639,2020-02-28
2753,32118615,2020-02-29
2754,32118533,2020-06-17
2755,32118394,2020-03-02
2756,32118393,2020-03-02
2757,32118392,2020-03-02
2758,32118391,2020-03-02
2759,32118390,2020-03-02
2760,32118389,2020-03-02
2761,32117569,2020-01-31
2762,32116200,2020-02-27
2763,32116147,2020-03-01
2764,32115733,2020-03-01
2765,32115732,2020-03-01
2766,32115186,2020-02-27
2767,32114755,2020-03-02
2768,32114747,2020-03-01
2769,32114746,2020-03-01
2770,32114745,2020-03-01
2771,32114744,2020-03-01
2772,32114193,2020-02-27
2773,32114094,2020-02-28
2774,32114075,2020-02-27
2775,32114074,2020-02-27
2776,32114054,2020-02-27
2777,32113991,2020-02-27
2778,32113880,2020-02-26
2779,32113846,2020-02-20
2780,32113824,2020-02-26
2781,32113704,2020-02-26
2782,32113510,2020-02-27
2783,32113509,2020-02-27
2784,32113508,2020-02-27
2785,32113507,2020-02-27
2786,32113506,2020-02-27
2787,32113505,2020-02-27
2788,32113504,2020-02-27
2789,32113495,NA
2790,32113494,NA
2791,32113198,2020-03-01
2792,32113197,2020-03-01
2793,32113196,2020-03-01
2794,32112977,2020-02-26
2795,32112966,2020-02-26
2796,32112887,2020-02-26
2797,32112886,2020-02-27
2798,32112884,2020-02-26
2799,32112859,2020-02-26
2800,32112857,2020-02-27
2801,32112714,2020-02-26
2802,32112549,2020-02-29
2803,32112336,2020-02-28
2804,32112082,2020-02-28
2805,32112072,2020-02-28
2806,32111656,2020-02-28
2807,32111649,2020-02-28
2808,32111645,2020-02-28
2809,32111449,2020-02-19
2810,32111295,NA
2811,32111262,2020-02-28
2812,32111114,2020-02-29
2813,32111113,2020-02-29
2814,32110875,2020-02-26
2815,32110742,2020-02-14
2816,32109444,2020-02-25
2817,32109443,2020-02-25
2818,32109372,2020-02-25
2819,32109279,2020-02-29
2820,32109274,2020-02-28
2821,32109273,2020-02-28
2822,32109013,2020-02-28
2823,32109012,2020-02-28
2824,32109011,2020-02-28
2825,32108862,2020-02-28
2826,32108857,2020-02-28
2827,32108495,2020-02-28
2828,32108460,2020-02-28
2829,32108459,2020-02-28
2830,32108359,2020-02-28
2831,32108352,2020-02-28
2832,32108351,2020-02-28
2833,32108160,NA
2834,32108087,2020-02-27
2835,32108071,NA
2836,32107911,2020-02-27
2837,32107910,2020-02-27
2838,32107909,2020-02-28
2839,32107577,2020-02-28
2840,32107548,NA
2841,32107254,2020-02-27
2842,32107200,2020-02-27
2843,32107119,2020-02-21
2844,32106852,2020-02-28
2845,32106567,2020-02-25
2846,32106462,2020-02-25
2847,32106216,2020-02-28
2848,32105680,2020-02-24
2849,32105641,2020-02-24
2850,32105638,2020-02-24
2851,32105637,2020-02-24
2852,32105633,2020-02-24
2853,32105632,2020-02-24
2854,32105614,2020-02-24
2855,32105610,2020-02-24
2856,32105609,2020-02-24
2857,32105562,2020-02-27
2858,32105381,2020-02-27
2859,32105304,2020-02-27
2860,32105090,NA
2861,32105052,2020-02-27
2862,32105049,2020-02-27
2863,32104917,2020-02-27
2864,32104915,2020-02-27
2865,32104911,2020-02-27
2866,32104907,2020-02-27
2867,32104884,2020-02-27
2868,32103652,2020-02-27
2869,32103284,2020-02-26
2870,32102856,2020-02-26
2871,32102793,2020-02-26
2872,32102777,NA
2873,32102726,2020-02-27
2874,32102625,2020-02-26
2875,32102621,2020-02-26
2876,32102279,2020-02-24
2877,32102141,NA
2878,32102140,NA
2879,32101683,NA
2880,32101510,2020-02-26
2881,32100979,2020-02-26
2882,32100976,2020-02-26
2883,32100877,2020-02-26
2884,32100876,2020-02-26
2885,32100667,2020-02-26
2886,32100487,2020-02-25
2887,32100486,2020-02-26
2888,32100485,2019-02-26
2889,32100062,2020-02-25
2890,32100024,2020-02-26
2891,32099934,2020-02-11
2892,32099716,2020-02-04
2893,32098875,2020-02-25
2894,32098616,2020-02-26
2895,32098422,2020-02-22
2896,32098302,2020-02-22
2897,32098289,2020-02-22
2898,32098094,2020-02-21
2899,32098019,2020-02-21
2900,32097725,2020-02-22
2901,32097202,2020-02-24
2902,32097201,2020-02-24
2903,32096692,2020-02-25
2904,32096567,2020-02-25
2905,32096566,2020-02-25
2906,32096564,2020-02-25
2907,32096396,2020-02-25
2908,32096395,2020-02-25
2909,32096367,NA
2910,32096366,NA
2911,32096116,2020-02-25
2912,32094589,2020-02-24
2913,32094505,2020-02-24
2914,32094336,2020-02-24
2915,32094225,2020-02-24
2916,32093921,2020-02-21
2917,32093461,2020-02-25
2918,32093211,2020-02-20
2919,32093043,2020-02-19
2920,32092911,2020-02-19
2921,32092748,2020-02-25
2922,32092539,2020-02-22
2923,32092483,2020-02-21
2924,32092392,2020-02-21
2925,32092391,2020-02-22
2926,32092388,2020-02-21
2927,32092368,2020-02-21
2928,32092296,2020-02-19
2929,32091533,2020-02-24
2930,32091414,NA
2931,32091395,2020-02-24
2932,32091386,2020-05-17
2933,32091134,2020-02-24
2934,32088858,NA
2935,32088847,2020-02-22
2936,32088679,2020-01-31
2937,32088678,2020-01-31
2938,32088598,2020-02-20
2939,32088344,2020-02-20
2940,32088339,2020-02-20
2941,32088335,2020-02-20
2942,32088333,2020-02-20
2943,32087820,2020-02-20
2944,32087777,NA
2945,32087623,2020-02-23
2946,32087621,2020-02-23
2947,32087334,2020-02-20
2948,32087216,2020-02-19
2949,32087125,2020-02-19
2950,32087122,2020-02-19
2951,32087116,2020-02-19
2952,32087115,2020-02-19
2953,32087114,2020-02-19
2954,32087098,2020-02-20
2955,32086938,2020-02-22
2956,32086236,NA
2957,32086235,2020-02-21
2958,32085850,2020-02-19
2959,32085849,2020-02-19
2960,32085846,2020-02-18
2961,32085843,2020-02-19
2962,32085842,2020-02-19
2963,32085841,2020-02-19
2964,32085840,2020-02-19
2965,32085839,2020-02-19
2966,32084675,2020-02-22
2967,32084674,2020-02-22
2968,32083985,2020-02-21
2969,32083831,2020-01-28
2970,32083728,NA
2971,32083643,2020-02-21
2972,32083409,2020-02-21
2973,32083328,2020-02-21
2974,32081636,2020-02-17
2975,32081569,2020-02-12
2976,32081428,2020-02-17
2977,32080993,2020-02-24
2978,32080992,2020-02-24
2979,32080991,2020-02-24
2980,32080990,2020-02-24
2981,32080723,NA
2982,32079150,2020-02-17
2983,32078967,2020-02-10
2984,32078803,2020-02-17
2985,32078596,2020-02-21
2986,32078595,2020-02-21
2987,32078069,2020-02-20
2988,32078048,2020-02-20
2989,32077996,2020-02-20
2990,32077933,2020-02-20
2991,32077901,2020-02-20
2992,32077789,2020-02-20
2993,32077661,2020-02-20
2994,32077660,2020-02-20
2995,32077659,2020-02-20
2996,32077441,2020-02-20
2997,32077440,2020-02-20
2998,32077115,2020-02-19
2999,32075877,2020-02-19
3000,32075791,2020-02-19
3001,32075786,2020-02-19
3002,32075783,2020-02-19
3003,32075365,2020-02-20
3004,32075364,2020-02-20
3005,32075152,2020-02-14
3006,32074786,NA
3007,32074719,2020-02-19
3008,32074550,2020-02-19
3009,32074516,2020-02-18
3010,32074487,2020-02-16
3011,32074480,2020-02-20
3012,32074444,2020-02-19
3013,32074416,2020-02-19
3014,32074258,2020-02-19
3015,32073631,NA
3016,32073353,2020-02-19
3017,32073213,2020-03-13
3018,32073161,2020-03-01
3019,32072794,2020-02-19
3020,32072569,2020-02-18
3021,32072255,2020-02-18
3022,32071427,NA
3023,32071063,2020-02-18
3024,32070753,2020-02-15
3025,32070466,NA
3026,32070465,NA
3027,32070391,2020-02-19
3028,32069388,2020-02-18
3029,32067043,2020-02-18
3030,32066541,2020-02-14
3031,32066526,2020-02-14
3032,32066525,2020-02-14
3033,32066206,2020-02-18
3034,32065520,2020-02-17
3035,32065348,2020-02-17
3036,32065221,NA
3037,32065057,2020-02-17
3038,32065055,2020-02-17
3039,32064856,2020-02-17
3040,32064855,2020-02-17
3041,32064853,2020-02-17
3042,32064795,NA
3043,32062875,2020-02-17
3044,32062645,2020-02-17
3045,32061335,2020-02-13
3046,32061313,2020-02-13
3047,32061311,2020-02-13
3048,32061284,NA
3049,32061201,2020-02-16
3050,32061200,2020-02-16
3051,32061198,2020-02-16
3052,32061066,2020-02-15
3053,32060933,2020-02-28
3054,32060789,2020-02-14
3055,32059801,2020-02-11
3056,32059800,2020-02-11
3057,32059799,2020-02-11
3058,32059798,2020-02-11
3059,32058570,2020-02-14
3060,32058086,2020-02-11
3061,32057788,2020-02-11
3062,32057769,2020-02-10
3063,32057212,2020-02-14
3064,32057211,2020-02-14
3065,32057210,2020-02-14
3066,32057209,2020-02-14
3067,32056509,2020-02-14
3068,32056407,2020-02-17
3069,32056397,2020-02-11
3070,32056249,2020-02-21
3071,32056235,2020-02-24
3072,32055945,2020-02-13
3073,32054787,2020-02-13
3074,32054124,2020-02-11
3075,32054045,2020-02-11
3076,32053580,2020-02-14
3077,32053579,2020-02-14
3078,32053479,2020-05-17
3079,32053470,2020-02-13
3080,32053437,NA
3081,32053389,2020-02-13
3082,32053148,NA
3083,32052846,NA
3084,32052841,NA
3085,32052514,2020-02-16
3086,32052466,2020-03-03
3087,32052373,2020-02-12
3088,32052064,2020-02-13
3089,32051073,NA
3090,32051072,NA
3091,32051071,NA
3092,32050635,2020-02-10
3093,32050080,2020-02-12
3094,32050060,2020-02-12
3095,32050059,2020-02-12
3096,32049687,2020-02-11
3097,32049602,2020-02-12
3098,32049601,2020-02-12
3099,32048891,2020-02-12
3100,32048818,2020-02-12
3101,32048815,2020-02-12
3102,32048740,2020-02-18
3103,32048560,2020-02-12
3104,32048501,2020-02-12
3105,32048163,2020-02-09
3106,32047895,2020-02-12
3107,32047258,2020-02-11
3108,32046819,NA
3109,32046816,NA
3110,32046815,2020-02-11
3111,32046814,2020-02-11
3112,32046137,2020-02-07
3113,32045966,2020-02-11
3114,32044814,2020-02-07
3115,32044389,2020-02-08
3116,32044388,2020-02-07
3117,32044387,2020-02-07
3118,32043983,2020-02-07
3119,32043982,2020-02-07
3120,32043978,2020-02-07
3121,32040667,2020-02-10
3122,32040190,NA
3123,32038538,2020-01-21
3124,32037389,2020-02-09
3125,32036774,NA
3126,32035997,2020-02-06
3127,32035811,2020-02-04
3128,32035538,NA
3129,32035537,NA
3130,32035533,NA
3131,32035511,2020-02-06
3132,32035510,2020-02-06
3133,32035507,2020-02-07
3134,32035431,2020-02-09
3135,32035428,2020-02-09
3136,32035269,2020-02-05
3137,32035030,2020-02-05
3138,32035028,2020-02-07
3139,32035018,2020-02-05
3140,32034899,2020-02-08
3141,32034840,2020-02-23
3142,32034659,2020-02-07
3143,32034638,2020-02-07
3144,32034637,2020-02-07
3145,32033967,2020-02-07
3146,32033514,2020-02-08
3147,32033513,2020-02-07
3148,32033064,2020-02-04
3149,32032682,2020-02-04
3150,32032674,2020-02-04
3151,32032614,2020-02-04
3152,32032529,2020-02-04
3153,32032497,2020-02-07
3154,32031590,NA
3155,32031583,NA
3156,32031570,2020-02-07
3157,32031568,2020-02-07
3158,32031481,2020-02-07
3159,32031264,2020-02-17
3160,32031234,2020-02-07
3161,32030926,2020-02-10
